            geopack_08_dp       spacepy  spacepy-irbem     spiceypy1     spiceypy2         sunpy
2010-05-09   1.968907e-14  1.968765e-14   1.967830e-14  1.966442e-14  1.965363e-14  1.968293e-14
2010-05-10   1.946258e-14  1.946129e-14   1.945209e-14  1.943796e-14  1.942729e-14  1.945635e-14
2010-05-11   1.924264e-14  1.924149e-14   1.923242e-14  1.921802e-14  1.920746e-14  1.923629e-14
2010-05-12   1.902923e-14  1.902821e-14   1.901928e-14  1.900459e-14  1.899414e-14  1.902274e-14
2010-05-13   1.882233e-14  1.882143e-14   1.881264e-14  1.879764e-14  1.878730e-14  1.881569e-14
2010-05-14   1.862190e-14  1.862112e-14   1.861247e-14  1.859716e-14  1.858693e-14  1.861511e-14
2010-05-15   1.842791e-14  1.842724e-14   1.841874e-14  1.840312e-14  1.839300e-14  1.842097e-14
2010-05-16   1.824031e-14  1.823975e-14   1.823139e-14  1.821550e-14  1.820547e-14  1.823325e-14
2010-05-17   1.805907e-14  1.805860e-14   1.805039e-14  1.803424e-14  1.802431e-14  1.805190e-14
2010-05-18   1.788413e-14  1.788375e-14   1.787568e-14  1.785932e-14  1.784948e-14  1.787688e-14
2010-05-19   1.771543e-14  1.771514e-14   1.770722e-14  1.769069e-14  1.768094e-14  1.770817e-14
2010-05-20   1.755294e-14  1.755273e-14   1.754495e-14  1.752829e-14  1.751863e-14  1.754570e-14
2010-05-21   1.739658e-14  1.739646e-14   1.738882e-14  1.737208e-14  1.736250e-14  1.738942e-14
2010-05-22   1.724631e-14  1.724628e-14   1.723877e-14  1.722200e-14  1.721250e-14  1.723928e-14
2010-05-23   1.710207e-14  1.710213e-14   1.709474e-14  1.707797e-14  1.706855e-14  1.709521e-14
2010-05-24   1.696380e-14  1.696395e-14   1.695667e-14  1.693995e-14  1.693059e-14  1.695716e-14
2010-05-25   1.683144e-14  1.683168e-14   1.682452e-14  1.680785e-14  1.679857e-14  1.682504e-14
2010-05-26   1.670494e-14  1.670527e-14   1.669821e-14  1.668163e-14  1.667241e-14  1.669880e-14
2010-05-27   1.658424e-14  1.658465e-14   1.657770e-14  1.656120e-14  1.655204e-14  1.657836e-14
2010-05-28   1.646928e-14  1.646976e-14   1.646294e-14  1.644651e-14  1.643741e-14  1.646366e-14
2010-05-29   1.636001e-14  1.636056e-14   1.635385e-14  1.633749e-14  1.632845e-14  1.635464e-14
2010-05-30   1.625638e-14  1.625699e-14   1.625040e-14  1.623408e-14  1.622509e-14  1.625123e-14
2010-05-31   1.615833e-14  1.615900e-14   1.615253e-14  1.613623e-14  1.612728e-14  1.615339e-14
2010-06-01   1.606582e-14  1.606655e-14   1.606019e-14  1.604388e-14  1.603497e-14  1.606105e-14
2010-06-02   1.597879e-14  1.597958e-14   1.597334e-14  1.595697e-14  1.594811e-14  1.597416e-14
2010-06-03   1.589721e-14  1.589806e-14   1.589192e-14  1.587547e-14  1.586664e-14  1.589269e-14
2010-06-04   1.582103e-14  1.582193e-14   1.581591e-14  1.579933e-14  1.579053e-14  1.581659e-14
2010-06-05   1.575021e-14  1.575117e-14   1.574525e-14  1.572851e-14  1.571974e-14  1.574581e-14
2010-06-06   1.568471e-14  1.568573e-14   1.567991e-14  1.566296e-14  1.565422e-14  1.568033e-14
2010-06-07   1.562450e-14  1.562558e-14   1.561985e-14  1.560267e-14  1.559395e-14  1.562010e-14
2010-06-08   1.556954e-14  1.557068e-14   1.556505e-14  1.554759e-14  1.553889e-14  1.556510e-14
2010-06-09   1.551981e-14  1.552101e-14   1.551546e-14  1.549770e-14  1.548901e-14  1.551530e-14
2010-06-10   1.547527e-14  1.547653e-14   1.547107e-14  1.545298e-14  1.544431e-14  1.547068e-14
2010-06-11   1.543591e-14  1.543722e-14   1.543186e-14  1.541342e-14  1.540475e-14  1.543121e-14
2010-06-12   1.540170e-14  1.540307e-14   1.539779e-14  1.537899e-14  1.537032e-14  1.539689e-14
2010-06-13   1.537262e-14  1.537404e-14   1.536886e-14  1.534968e-14  1.534102e-14  1.536770e-14
2010-06-14   1.534867e-14  1.535013e-14   1.534505e-14  1.532550e-14  1.531684e-14  1.534363e-14
2010-06-15   1.532982e-14  1.533132e-14   1.532635e-14  1.530643e-14  1.529776e-14  1.532468e-14
2010-06-16   1.531608e-14  1.531762e-14   1.531274e-14  1.529248e-14  1.528380e-14  1.531086e-14
2010-06-17   1.530743e-14  1.530901e-14   1.530424e-14  1.528364e-14  1.527495e-14  1.530215e-14
2010-06-18   1.530388e-14  1.530550e-14   1.530082e-14  1.527992e-14  1.527121e-14  1.529858e-14
2010-06-19   1.530542e-14  1.530709e-14   1.530250e-14  1.528132e-14  1.527259e-14  1.530014e-14
2010-06-20   1.531207e-14  1.531378e-14   1.530928e-14  1.528784e-14  1.527909e-14  1.530684e-14
2010-06-21   1.532382e-14  1.532559e-14   1.532117e-14  1.529950e-14  1.529071e-14  1.531867e-14
2010-06-22   1.534070e-14  1.534251e-14   1.533818e-14  1.531628e-14  1.530747e-14  1.533566e-14
2010-06-23   1.536270e-14  1.536457e-14   1.536032e-14  1.533822e-14  1.532937e-14  1.535780e-14
2010-06-24   1.538986e-14  1.539178e-14   1.538762e-14  1.536531e-14  1.535643e-14  1.538510e-14
2010-06-25   1.542219e-14  1.542415e-14   1.542009e-14  1.539758e-14  1.538866e-14  1.541759e-14
2010-06-26   1.545972e-14  1.546172e-14   1.545775e-14  1.543504e-14  1.542607e-14  1.545527e-14
2010-06-27   1.550247e-14  1.550451e-14   1.550064e-14  1.547771e-14  1.546869e-14  1.549818e-14
2010-06-28   1.555047e-14  1.555255e-14   1.554878e-14  1.552562e-14  1.551655e-14  1.554633e-14
2010-06-29   1.560376e-14  1.560588e-14   1.560221e-14  1.557880e-14  1.556967e-14  1.559975e-14
2010-06-30   1.566237e-14  1.566452e-14   1.566096e-14  1.563727e-14  1.562808e-14  1.565848e-14
2010-07-01   1.572635e-14  1.572853e-14   1.572507e-14  1.570107e-14  1.569182e-14  1.572255e-14
2010-07-02   1.579572e-14  1.579794e-14   1.579459e-14  1.577025e-14  1.576093e-14  1.579200e-14
2010-07-03   1.587054e-14  1.587280e-14   1.586955e-14  1.584483e-14  1.583545e-14  1.586687e-14
2010-07-04   1.595085e-14  1.595315e-14   1.595001e-14  1.592487e-14  1.591541e-14  1.594722e-14
2010-07-05   1.603670e-14  1.603905e-14   1.603601e-14  1.601041e-14  1.600088e-14  1.603308e-14
2010-07-06   1.612815e-14  1.613054e-14   1.612761e-14  1.610151e-14  1.609190e-14  1.612450e-14
2010-07-07   1.622524e-14  1.622768e-14   1.622485e-14  1.619821e-14  1.618852e-14  1.622155e-14
